State,District,Block,ASSAM AND BENGAL PLAIN  HOT SUBHUMID  TO HUMID  (INCLUSION  OF PERHUMID) ECO-REGION,CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,DECCAN PLATU  HOT SEMI-ARID ECO-REGION,EASTERN COASTAL PLAIN  HOT SUBHUMID TO SEMI-ARID EGO-REGION,EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,EASTERN HIMALAYAS  WARM PERHUMID ECO-REGION,EASTERN PLAIN  HOT SUBAUMID (MOIST) ECO-REGION,EASTERN PLATEAU (CHHATTISGARH REGION),EASTERN PLATEAU (CHHOTANAGPUR) AND EASTERN GHATS  HOT SUBHUMID ECO-REGION,KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),WESTERN GHATS AND COASTAL PLAIN  HOT HUMID-PERHUMID ECO-REGION
Andhra Pradesh,Alluri Sitharama Raju,Addateegala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.8482319668863,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Ananthagiri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.3162344403744,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.5437981477436,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Chintapalle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.8105902181297,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Chintur,0.0,0.0,0.0,347.333243046514,0.0,0.0,0.0,0.0,0.0,0.0,805.6641012587113,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Devipatnam,0.0,0.0,0.0,30.2122597756765,0.0,0.0,0.0,0.0,0.0,0.0,405.8128508739391,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Dumbriguda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.96172946833093,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,G.Madugula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.2198962251549,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Gangavaram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.91752967237943,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Gudem Kotha Veedhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.7636411247927,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Hukumpeta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.3228441666482,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Koyyuru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1143.845160290506,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Kunavaram,0.0,0.0,0.0,216.14225849197538,0.0,0.0,0.0,0.0,0.0,0.0,26.338211502633506,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061.7277194756512,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.9661915003579,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,0.0,0.0,0.0,364.9059745343504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Paderu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.4887837466714,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Peda Bayalu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.1463107771082,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Rajavommangi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0263806307703,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Rampachodavaram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.34236490561017,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Vararamachandrapuram,0.0,0.0,0.0,363.6017920217697,0.0,0.0,0.0,0.0,0.0,0.0,198.7762624682794,0.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,Y.Ramavaram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.1230763044392,0.0,0.0
Andhra Pradesh,Anakapalli,Anakapalle,0.0,0.0,0.0,0.0,0.0,203.5321322451845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Anakapalli,Atchutapuram,0.0,0.0,0.0,0.0,0.0,144.1868784415213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Anakapalli,Butchayyapeta,0.0,0.0,0.0,0.0,0.0,205.28038546682484,0.0,0.0,0.0,0.0,1.6445394226252898,0.0,0.0
Andhra Pradesh,Anakapalli,Cheedikada,0.0,0.0,0.0,0.0,0.0,51.259839947626546,0.0,0.0,0.0,0.0,91.04467287326626,0.0,0.0
Andhra Pradesh,Anakapalli,Chodavaram,0.0,0.0,0.0,0.0,0.0,177.4255582514561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Anakapalli,Devarapalle,0.0,0.0,0.0,0.0,0.0,82.23713512093951,0.0,0.0,0.0,0.0,118.48840271149676,0.0,0.0
Andhra Pradesh,Anakapalli,Golugonda,0.0,0.0,0.0,0.0,0.0,38.16183763127904,0.0,0.0,0.0,0.0,228.98011409270237,0.0,0.0
Andhra Pradesh,Anakapalli,K.Kotapadu,0.0,0.0,0.0,0.0,0.0,166.42681804445016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Anakapalli,Kasimkota,0.0,0.0,0.0,0.0,0.0,155.3588850393074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Anakapalli,Kotauratla,0.0,0.0,0.0,0.0,0.0,261.58431889426026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Anakapalli,Madugula,0.0,0.0,0.0,0.0,0.0,21.45302754417335,0.0,0.0,0.0,0.0,182.96074605702975,0.0,0.0
Andhra Pradesh,Anakapalli,Makavarapalem,0.0,0.0,0.0,0.0,0.0,177.75308956964054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Anakapalli,Munagapaka,0.0,0.0,0.0,0.0,0.0,90.16147644766069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Anakapalli,Nakkapalle,0.0,0.0,0.0,0.0,0.0,229.44249525912488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Anakapalli,Narsipatnam,0.0,0.0,0.0,0.0,0.0,100.64935651814685,0.0,0.0,0.0,0.0,11.553033394275465,0.0,0.0
Andhra Pradesh,Anakapalli,Nathavaram,0.0,0.0,0.0,0.0,0.0,227.70210873664632,0.0,0.0,0.0,0.0,88.13539168807641,0.0,0.0
Andhra Pradesh,Anakapalli,Paravada,0.0,0.0,0.0,0.0,0.0,147.59474474274188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Anakapalli,Payakaraopeta,0.0,0.0,0.0,0.0,0.0,141.91063226104373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Anakapalli,Rambilli,0.0,0.0,0.0,0.0,0.0,170.55556186220878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Anakapalli,Ravikamatham,0.0,0.0,0.0,0.0,0.0,154.57407558264595,0.0,0.0,0.0,0.0,101.41603340581923,0.0,0.0
Andhra Pradesh,Anakapalli,Rolugunta,0.0,0.0,0.0,0.0,0.0,73.5869291228653,0.0,0.0,0.0,0.0,75.20623958031035,0.0,0.0
Andhra Pradesh,Anakapalli,S.Rayavaram,0.0,0.0,0.0,0.0,0.0,183.33748155199947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Anakapalli,Sabbavaram,0.0,0.0,0.0,0.0,0.0,173.51699037399842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Anakapalli,Yelamanchili,0.0,0.0,0.0,0.0,0.0,183.90719549434021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Anantapuramu,Anantapuramu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.7399299798246,0.0
Andhra Pradesh,Anantapuramu,Atmakur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.05297056089023,0.0
Andhra Pradesh,Anantapuramu,Beluguppa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.2939312653076,0.0
Andhra Pradesh,Anantapuramu,Bommanahal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.94933285812226,0.0
Andhra Pradesh,Anantapuramu,Brahmasamudram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.2479947822534,0.0
Andhra Pradesh,Anantapuramu,Bukkaraya  Samudram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.8359983082007,0.0
Andhra Pradesh,Anantapuramu,D.Hirehal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.23570782122266,0.0
Andhra Pradesh,Anantapuramu,Garladinne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.5184699022047,0.0
Andhra Pradesh,Anantapuramu,Gooty,0.0,0.0,0.0,41.70661716120538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.9270593242063,0.0
Andhra Pradesh,Anantapuramu,Gummagatta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.3800015083484,0.0
Andhra Pradesh,Anantapuramu,Guntakal,0.0,0.0,0.0,12.727109169071747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.7566550183345,0.0
Andhra Pradesh,Anantapuramu,Kalyandurg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.9854660990667,0.0
Andhra Pradesh,Anantapuramu,Kambadur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.4950725634121,0.0
Andhra Pradesh,Anantapuramu,Kanekal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.8441549470986,0.0
Andhra Pradesh,Anantapuramu,Kudair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.52135493360356,0.0
Andhra Pradesh,Anantapuramu,Kundurpi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.9316994903423,0.0
Andhra Pradesh,Anantapuramu,Narpala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.89384823869966,0.0
Andhra Pradesh,Anantapuramu,Pamidi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.3595102718519,0.0
Andhra Pradesh,Anantapuramu,Peddapappur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.11194223142553,0.0
Andhra Pradesh,Anantapuramu,Peddavadugur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.9211166960747,0.0
Andhra Pradesh,Anantapuramu,Putlur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.578123939377,0.0
Andhra Pradesh,Anantapuramu,Raptadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.46565235000713,0.0
Andhra Pradesh,Anantapuramu,Rayadurg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.71483228756733,0.0
Andhra Pradesh,Anantapuramu,Settur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.47026843597973,0.0
Andhra Pradesh,Anantapuramu,Singanamala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5996596640851,0.0
Andhra Pradesh,Anantapuramu,Tadpatri,0.0,0.0,0.0,81.00483673175509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.95796212355816,0.0
Andhra Pradesh,Anantapuramu,Uravakonda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.32376086804317,0.0
Andhra Pradesh,Anantapuramu,Vajrakarur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.8576322718776,0.0
Andhra Pradesh,Anantapuramu,Vidapanakal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.39504565731403,0.0
Andhra Pradesh,Anantapuramu,Yadiki,0.0,0.0,0.0,67.59746133460833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.7311075466779,0.0
Andhra Pradesh,Anantapuramu,Yellanur,0.0,0.0,0.0,135.8341282785796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.35212047319826,0.0
Andhra Pradesh,Annamayya,B.Kothakota,0.0,0.0,0.0,0.0,0.0,0.0,300.2679774103324,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Chinnamandem,0.0,0.0,0.0,198.37433404617167,0.0,0.0,11.249031015119398,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Chitvel,0.0,0.0,0.0,525.3624080670195,0.0,0.0,11.024452199253135,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Galiveedu,0.0,0.0,0.0,326.6882037469879,0.0,0.0,8.391532400312396,0.0,0.0,0.0,0.0,0.21198223326988389,0.0
Andhra Pradesh,Annamayya,Gurramkonda,0.0,0.0,0.0,6.602061073738544,0.0,0.0,257.2933512549515,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Kalakada,0.0,0.0,0.0,32.30354768369275,0.0,0.0,210.88031645939887,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Kalikiri,0.0,0.0,0.0,0.0,0.0,0.0,177.84323440145107,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Kambhamvaripalle,0.0,0.0,0.0,4.736623896464825,0.0,0.0,302.79783548057,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Kodur,0.0,0.0,0.0,211.2843877804799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Kurabalakota,0.0,0.0,0.0,0.0,0.0,0.0,212.1906486412484,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Lakkireddipalle,0.0,0.0,0.0,239.76389597403465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Madanapalle,0.0,0.0,0.0,0.0,0.0,0.0,335.43869938703926,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Mulakalacheruvu,0.0,0.0,0.0,0.0,0.0,0.0,235.6107990150424,0.0,0.0,0.0,0.0,30.237897817437656,0.0
Andhra Pradesh,Annamayya,Nandalur,0.0,0.0,0.0,315.19694194281936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Nimmanapalle,0.0,0.0,0.0,0.0,0.0,0.0,182.00352755658525,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Obulavaripalle,0.0,0.0,0.0,1079.4283015009196,0.0,0.0,21.931928610318806,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Pedda Thippasamudram,0.0,0.0,0.0,0.0,0.0,0.0,252.21418231532903,0.0,0.0,0.0,0.0,41.08282810471129,0.0
Andhra Pradesh,Annamayya,Peddamandyam,0.0,0.0,0.0,11.120299419103072,0.0,0.0,248.9371978651258,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Penagalur,0.0,0.0,0.0,313.6841726693817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Pileru,0.0,0.0,0.0,0.0,0.0,0.0,333.28827106906647,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Pullampeta,0.0,0.0,0.0,207.55307105304183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Rajampet,0.0,0.0,0.0,348.821098834385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Ramapuram,0.0,0.0,0.0,211.36518971191205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Ramasamudram,0.0,0.0,0.0,0.0,0.0,0.0,214.6586533134168,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Rayachoti,0.0,0.0,0.0,250.6648660496268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Sambepalle,0.0,0.0,0.0,254.74147193381984,0.0,0.0,5.568553390775083,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,T Sundupalle,0.0,0.0,0.0,399.4731553954271,0.0,0.0,17.773959567573183,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Thamballapalle,0.0,0.0,0.0,0.0,0.0,0.0,382.6993631458925,0.0,0.0,0.0,0.0,5.186776504593974,0.0
Andhra Pradesh,Annamayya,Vayalpad,0.0,0.0,0.0,0.0,0.0,0.0,266.0011935138299,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Annamayya,Veeraballe,0.0,0.0,0.0,656.572128801957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Addanki,0.0,0.0,0.0,0.0,0.0,293.6759131398317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Amruthalur,0.0,0.0,0.0,0.0,0.0,135.98139165404424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Ballikurava,0.0,0.0,0.0,0.0,0.0,245.99438502383157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Bapatla,0.0,0.0,0.0,0.0,0.0,271.8298890917279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Bhattiprolu,0.0,0.0,0.0,0.0,0.0,104.51080286762912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Cherukupalle,0.0,0.0,0.0,0.0,0.0,107.0554533070391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Chinaganjam,0.0,0.0,0.0,0.0,0.0,188.22225172587764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Chirala,0.0,0.0,0.0,0.0,0.0,113.31026893238696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Inkollu,0.0,0.0,0.0,0.0,0.0,157.25371964721015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Janakavarampanguluru,0.0,0.0,0.0,0.0,0.0,181.9575990848875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Karamchedu,0.0,0.0,0.0,0.0,0.0,174.20238897373991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Karlapalem,0.0,0.0,0.0,0.0,0.0,112.49777343830364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Kollur,0.0,0.0,0.0,0.0,0.0,128.7453470487855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Korisapadu,0.0,0.0,0.0,0.0,0.0,163.62202352678403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Martur,0.0,0.0,0.0,0.0,0.0,193.99861959990773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Nagaram,0.0,0.0,0.0,0.0,0.0,156.0009922780078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Nizampatnam,0.0,0.0,0.0,0.0,0.0,288.19707446747475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Parchur,0.0,0.0,0.0,0.0,0.0,240.8091354162197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Pittalavanipalem,0.0,0.0,0.0,0.0,0.0,77.8529163360623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Repalle,0.0,0.0,0.0,0.0,0.0,202.6484169098702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Santhamaguluru,0.0,0.0,0.0,145.17744592075357,0.0,80.42743440462112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Tsundur,0.0,0.0,0.0,0.0,0.0,114.31865710863403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Vemuru,0.0,0.0,0.0,0.0,0.0,113.75031127043822,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Vetapalem,0.0,0.0,0.0,0.0,0.0,98.63011124705352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Bapatla,Yeddanapudi,0.0,0.0,0.0,0.0,0.0,115.96384590759736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Baireddipalle,0.0,0.0,0.0,0.0,0.0,0.0,257.49522388630095,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Bangarupalem,0.0,0.0,0.0,0.0,0.0,0.0,398.19398267077645,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Chittoor,0.0,0.0,0.0,0.0,0.0,0.0,211.49074066387112,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Chowdepalle,0.0,0.0,0.0,0.0,0.0,0.0,263.6524411687241,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Gangadharanellore,0.0,0.0,0.0,0.0,0.0,0.0,202.19732197243817,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Gangavaram,0.0,0.0,0.0,0.0,0.0,0.0,237.84268889113142,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Gudipala,0.0,0.0,0.0,0.0,0.0,0.0,180.53090468153087,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Gudupalle,0.0,0.0,0.0,0.0,0.0,0.0,165.7562453731932,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Irala,0.0,0.0,0.0,0.0,0.0,0.0,229.96288505335505,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Karvetinagar,0.0,0.0,0.0,0.0,0.0,0.0,288.4791016660257,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Kuppam,0.0,0.0,0.0,0.0,0.0,0.0,416.15144609185876,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Nagari,0.0,0.0,0.0,0.0,0.0,0.0,160.39411288280326,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Nindra,0.0,0.0,0.0,0.0,0.0,0.0,95.79229071255939,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Palamaner,0.0,0.0,0.0,0.0,0.0,0.0,261.9203418131726,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Palasamudram,0.0,0.0,0.0,0.0,0.0,0.0,215.50436690065612,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Peddapanjani,0.0,0.0,0.0,0.0,0.0,0.0,244.5826543702339,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Penumuru,0.0,0.0,0.0,0.0,0.0,0.0,136.37914981639247,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Pulicherla,0.0,0.0,0.0,0.0,0.0,0.0,222.08950236117875,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Punganur,0.0,0.0,0.0,0.0,0.0,0.0,281.82667205679434,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Puthalapattu,0.0,0.0,0.0,0.0,0.0,0.0,184.68862673292236,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Ramakuppam,0.0,0.0,0.0,0.0,0.0,0.0,295.0108895338357,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Rompicherla,0.0,0.0,0.0,0.0,0.0,0.0,150.48345735293506,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Santhipuram,0.0,0.0,0.0,0.0,0.0,0.0,172.91193012115332,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Sodam,0.0,0.0,0.0,0.0,0.0,0.0,241.17643943830194,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Somala,0.0,0.0,0.0,0.0,0.0,0.0,485.04404339486456,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Srirangarajapuram,0.0,0.0,0.0,0.0,0.0,0.0,147.276732108639,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Thavanampalle,0.0,0.0,0.0,0.0,0.0,0.0,162.9241463288732,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Vedurukuppam,0.0,0.0,0.0,0.0,0.0,0.0,221.85131484775897,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Venkatagirikota,0.0,0.0,0.0,0.0,0.0,0.0,324.37306177664846,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Vijayapuram,0.0,0.0,0.0,0.0,0.0,0.0,118.7553120990618,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Chittoor,Yadamarri,0.0,0.0,0.0,0.0,0.0,0.0,169.90191058670683,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,East Godavari,Anaparthy,0.0,0.0,0.0,0.0,0.0,67.0315903350094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
